Account	Name	StNum	StName	City	State	Zip	Phone	PermitTypes	Expiration	FacilityType	District	Risk	Employees	Score	InspectionDate	StartTime	EndTime	ActivityType	InspectorID	InspectorName	SiteCount
411229	THEM HUNG SANDWICH	5700	" ""GESSNER"""	" ""HOUSTON"""	" ""TX"""	" ""77036"""		"F,G"	11/18/2013	(002) Restaurant - Single Service	204	2	2	2	3/14/2013	10:30 AM	11:15 AM	Routine Inspection (001)	YYW1	Yolanda Wilkins	2	
411235	PRETZELMAKER	2000	" ""WILLOWBROOK"""	" ""HOUSTON"""	" ""TX"""	" ""77070"""		"F,D,G"	1/24/2014	(120) Bakery - Retail 	306	3	8	1	3/26/2013	1:15 PM	1:50 PM	Routine Inspection (001)	ZYW1	Zenobia Walker	2	
411236	NORMIES ENTERPRISES	7215	" ""SCOTT"""	" ""HOUSTON"""	" ""TX"""	" ""77021"""		"F,D"	11/18/2013	(101) Convenience Grocery - Open foods	103	2	2	1	4/19/2013	3:00 PM	3:30 PM	Routine Inspection (001)	IFC1	I-Yuan Chen	1	
411237	MARATHON PHILLIPS	6345	" ""WINDSWEPT"""	" ""HOUSTON"""	" ""TX"""	" ""77057"""		"F,D,G"	11/18/2013	(101) Convenience Grocery - Open foods	202	2	4	1	4/9/2013	11:55 AM	12:25 PM	Routine Inspection (001)	JBB1	Jerry Bradshaw	2	
411238	"THE B'STRO BY LUBY'S, ETC."	1977	" ""BUTLER"""	" ""HOUSTON"""	" ""TX"""	" ""77030"""		"F,G"	4/22/2014	(002) Restaurant - Single Service	105	2	3	1	9/20/2012	1:10 PM	2:05 PM	Routine Inspection (001)	MXS1	Mastaneh Sarraf	2	
411245	KIDS PARADISE	12293	" ""BEECHNUT"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		F	11/19/2013	(050) Day Care Center - Open Foods	206	1	2	1	1/11/2013	10:30 AM	11:05 AM	Routine Inspection (001)	EJI1	Essien Isong	0	
411247	MIRASOL GAMEROOM	6800	" ""AVENUE E"""	" ""HOUSTON"""	" ""TX"""	" ""77011"""		F	10/14/2013	(100) Convenience Grocery - Packaged	404	1	4	1	4/16/2013	3:25 PM	3:45 PM	Routine Inspection (001)	RLR1	Remonda Robinson	0	
411253	US SUPERMARKET #5	1102	" ""ALMEDA GENOA"""	" ""HOUSTON"""	" ""TX"""	" ""77047"""		"F,D"	11/20/2013	(101) Convenience Grocery - Open foods	105	2	4	4	2/27/2013	12:05 PM	1:25 PM	Routine Inspection (001)	MXS1	Mastaneh Sarraf	1	
411256	TAQUERIA ANDRADE - TEXAS	8121	" ""CASTLEFORD"""	" ""HOUSTON"""	" ""TX"""	" ""77040"""		H	12/4/2013	"(070) Mobile - Conventional, Unrestricted, Motorized"	506	2	2	1	12/13/2012	8:40 AM	9:10 AM	Routine Inspection (001)	JXC1	Joshua Collins	8	
411260	ROMANO'S MACARONI GRILL # 43	7607	" ""FM 1960"""	" ""HOUSTON"""	" ""TX"""	" ""77070"""		"F,G"	12/4/2013	(001) Restaurant - Full Service	306	3	60	2	4/18/2013	11:00 AM	11:40 AM	Routine Inspection (001)	ZYW1	Zenobia Walker	4	
411261	US EXPRESS  #1 (VALERO GASOLNE)	1117	" ""GREENS"""	" ""HOUSTON"""	" ""TX"""	" ""77060"""		"F,G"	11/21/2013	(002) Restaurant - Single Service	406	2	3	1	1/3/2013	1:30 PM	1:55 PM	Routine Inspection (001)	GXL1	Gary Lee	4	
411265	PRONTO CUCININO	791	" ""TOWN & COUNTRY"""	" ""HOUSTON"""	" ""TX"""	" ""77024"""		"F,G"	4/3/2014	(001) Restaurant - Full Service	302	3	25	1	12/19/2012	12:40 PM	1:20 PM	Routine Inspection (001)	VLT1	Vakeshia Taylor	2	
411267	TORTILLERIA  ZACATECAS	50	" ""ALDINE BENDER"""	" ""HOUSTON"""	" ""TX"""	" ""77060"""		"F,G"	2/27/2014	(130) Commercial Food Processors - Non PHF Only	502	2	0	1	12/27/2012	1:25 PM	1:45 PM	Routine Inspection (001)	SDW1	Sheila Washington	2	
411273	OST FOOD MART	4529	" ""OLD SPANISH TRAIL"""	" ""HOUSTON"""	" ""TX"""	" ""77021"""		"F,D,G"	1/20/2014	(101) Convenience Grocery - Open foods	103	2	3	2	1/25/2013	11:40 AM	1:00 PM	Routine Inspection (001)	IFC1	I-Yuan Chen	2	
411276	KOLACHE FACTORY #54	7811	" ""MAIN"""	" ""HOUSTON"""	" ""TX"""	" ""77030"""		"F,G"	11/10/2013	(002) Restaurant - Single Service	101	2	6	1	9/9/2012	9:40 AM	10:35 AM	Routine Inspection (001)	JTD1	Jay Dunn	2	
411278	CANDY'S CHACON	5202	" ""WHITNEY"""	" ""PASADENA"""	" ""TX"""	" ""77505"""		H	11/25/2012	"(072) Mobile - Conventional, Restricted, Motorized"	506	1	1	1	1/12/2012	9:50 AM	10:45 AM	Routine Inspection (001)	TNL1	Tuan Luu	1	
411279	EZ  GAME	10553	" ""HOMESTEAD"""	" ""HOUSTON"""	" ""TX"""	" ""77016"""		F	3/11/2013	(100) Convenience Grocery - Packaged	407	1	2	1	5/15/2012	10:10 AM	10:35 AM	Routine Inspection (001)	EJI1	Essien Isong	0	
411281	HUYNH RESTAURANT	912	" ""SAINT EMANUEL"""	" ""HOUSTON"""	" ""TX"""	" ""77003"""		"F,G"	12/2/2013	(001) Restaurant - Full Service	401	3	10	1	8/14/2012	12:30 PM	12:45 PM	Routine Inspection (001)	GAB1	Gene Bowden	4	
411282	PHO TAN - AN	17754	" ""KATY"""	" ""HOUSTON"""	" ""TX"""	" ""77094"""		"F,G"	3/30/2014	(001) Restaurant - Full Service	205	3	8	2	4/19/2013	10:20 AM	11:10 AM	Routine Inspection (001)	AMF1	Abeid Fells	2	
411284	TIMEWISE FOOD STORE # 255-05	9970	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77036"""		"F,D,G"	12/1/2013	(101) Convenience Grocery - Open foods	204	1	5	2	3/25/2013	8:40 AM	9:20 AM	Routine Inspection (001)	YYW1	Yolanda Wilkins	2	
411285	TIMEWISE FOOD STORE # 262-05	11110	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77042"""	(281) 793-6886	"F,G"	12/1/2013	(101) Convenience Grocery - Open foods	207	1	6	1	12/7/2012	2:00 PM	2:25 PM	Routine Inspection (001)	MXR1	Marja Ramsey	2	
411286	TIMEWISE FOOD STORE # 225-05	14002	" ""MEMORIAL"""	" ""HOUSTON"""	" ""TX"""	" ""77079"""		"F,G"	12/1/2013	(101) Convenience Grocery - Open foods	205	1	3	1	3/7/2013	8:00 AM	8:35 AM	Routine Inspection (001)	AMF1	Abeid Fells	2	
411290	TIMEWISE FOOD STORE # 267-05	14703	" ""MEMORIAL"""	" ""HOUSTON"""	" ""TX"""	" ""77079"""		"F,G"	12/1/2013	(101) Convenience Grocery - Open foods	205	1	5	1	1/31/2013	7:45 AM	8:15 AM	Routine Inspection (001)	AMF1	Abeid Fells	2	
411291	MACHADO ROASTED CORN- JALISCO	10401	" ""JENSEN"""	" ""HOUSTON"""	" ""TX"""	" ""77093"""		H	11/25/2013	"(071) Mobile - Conventional, Unrestricted , Non-motorized"	406	2	3	5	4/8/2013	1:40 PM	2:40 PM	Routine Inspection (001)	JXC1	Joshua Collins	2	
411292	TIMEWISE FOOD STORE # 239-05	10330	" ""BISSONNET"""	" ""HOUSTON"""	" ""TX"""	" ""77099-0000"""		"F,G"	12/1/2013	(101) Convenience Grocery - Open foods	203	2	0	1	3/15/2013	8:15 AM	8:30 AM	Routine Inspection (001)	ADS1	Argemiro Sierra	2	
411293	TIMEWISE FOOD STORE # 217-05	3936	" ""KIRBY"""	" ""HOUSTON"""	" ""TX"""	" ""77098"""		"F,D,G"	12/1/2013	(101) Convenience Grocery - Open foods	403	2	5	2	2/1/2013	7:00 AM	7:30 AM	Routine Inspection (001)	TXS1	Tenitra Smith	2	
411294	TIMEWISE FOOD STORE # 237-05	2525	" ""SOUTHWEST"""	" ""HOUSTON"""	" ""TX"""	" ""77098-0000"""		"F,G"	12/1/2013	(101) Convenience Grocery - Open foods	403	2	6	2	4/3/2013	5:20 PM	5:45 PM	Routine Inspection (001)	RES1	Robert Stine	2	
411295	TIMEWISE FOOD STORE # 234-05	3939	" ""SOUTHWEST"""	" ""HOUSTON"""	" ""TX"""	" ""77027"""		"F,G"	12/1/2013	(101) Convenience Grocery - Open foods	403	2	6	3	2/7/2013	7:25 AM	8:10 AM	Routine Inspection (001)	TXS1	Tenitra Smith	2	
411296	TIMEWISE FOOD STORE # 265-05	2602	" ""WEST LOOP SOUTH"""	" ""HOUSTON"""	" ""TX"""	" ""77027-4504"""		"F,D,G"	12/1/2013	(101) Convenience Grocery - Open foods	403	2	9	1	1/3/2013	7:30 AM	8:15 AM	Routine Inspection (001)	TXS1	Tenitra Smith	2	
411298	TIMEWISE FOOD STORE # 258-05	2747	" ""HIGHWAY 6"""	" ""HOUSTON"""	" ""TX"""	" ""77082"""		"F,D,G"	12/1/2013	(101) Convenience Grocery - Open foods	206	1	6	2	3/6/2013	6:00 PM	6:45 PM	Routine Inspection (001)	EJI1	Essien Isong	2	
411300	TIMEWISE FOOD STORE # 238-05	1632	" ""VOSS"""	" ""HOUSTON"""	" ""TX"""	" ""77057"""		"F,D,G"	12/1/2013	(101) Convenience Grocery - Open foods	202	1	3	1	2/13/2013	10:05 AM	10:30 AM	Routine Inspection (001)	JBB1	Jerry Bradshaw	2	
411301	TIMEWISE FOOD STORE # 259-05	15655	" ""SPACE CENTER"""	" ""HOUSTON"""	" ""TX"""	" ""77062"""		"F,G"	12/1/2013	(101) Convenience Grocery - Open foods	107	1	5	2	11/1/2012	2:05 PM	2:40 PM	Routine Inspection (001)	JCR1	Joseph Raia	2	
411303	TIMEWISE FOOD STORE # 264-05	3615	" ""TIDWELL"""	" ""HOUSTON"""	" ""TX"""	" ""77093"""		"F,G"	12/1/2013	(101) Convenience Grocery - Open foods	406	1	3	2	9/6/2012	2:30 PM	3:00 PM	Routine Inspection (001)	GXL1	Gary Lee	3	
411310	DOLLAR TREE # 03998	4428	" ""NORTH"""	" ""HOUSTON"""	" ""TX"""	" ""77022"""		F	5/15/2014	(100) Convenience Grocery - Packaged	305	1	9	1	4/29/2013	5:35 PM	6:10 PM	Routine Inspection (001)	CPY1	Ching-Ping Yang	0	
411312	LA QUINTA  #6086	930	" ""NORMANDY"""	" ""HOUSTON"""	" ""TX"""	" ""77015"""		F	11/26/2013	(002) Restaurant - Single Service	405	1	2	1	7/26/2012	10:00 AM	10:30 AM	Routine Inspection (001)	RJL1	Rosalind LaFleur	0	
411313	COOKIES-N-CREAM DAY CARE	3322	" ""YELLOWSTONE"""	" ""HOUSTON"""	" ""TX"""	" ""77021"""		F	11/25/2013	(050) Day Care Center - Open Foods	103	3	5	1	2/7/2013	5:00 PM	5:50 PM	Routine Inspection (001)	IFC1	I-Yuan Chen	1	
411314	JAMBA JUICE	3950	" ""TERMINAL"""	" ""HOUSTON"""	" ""TX"""	" ""77032"""		"F,G"	1/28/2014	(002) Restaurant - Single Service	507	1	6	1	4/16/2013	11:35 PM	12:10 PM	Routine Inspection (001)	SLA1	Sandy Andorka	2	
411317	BECK'S PRIME	708	" ""MEYERLAND PLAZA"""	" ""HOUSTON"""	" ""TX"""	" ""77096"""		"F,D,G"	3/5/2014	(001) Restaurant - Full Service	104	3	26	1	5/7/2013	1:10 PM	1:50 PM	Routine Inspection (001)	JTD1	Jay Dunn	2	
411318	SUNMART #231	5716	" ""NORTH FRWY"""	" ""HOUSTON"""	" ""TX"""	" ""77076-4704"""		"F,D"	11/26/2013	(101) Convenience Grocery - Open foods	305	1	2	3	1/29/2013	6:05 AM	7:00 AM	Routine Inspection (001)	RJL1	Rosalind LaFleur	0	
411321	DIMASSI MEDITERRANEAN BUFFET	10811	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77042"""		"F,G"	11/26/2013	(001) Restaurant - Full Service	207	3	20	2	1/3/2013	8:40 AM	9:55 AM	Routine Inspection (001)	MXR1	Marja Ramsey	4	
411322	EL REY DEL CHURRO - TEXAS COMMISSARY	2323	" ""WIRT"""	" ""HOUSTON"""	" ""TX"""	" ""77055"""		H	12/16/2013	"(070) Mobile - Conventional, Unrestricted, Motorized"	302	2	2	1	12/13/2012	7:45 AM	8:30 AM	Routine Inspection (001)	JXC1	Joshua Collins	2	
411324	GIFTS OF TEXAS	5015	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77056"""	(281) 203-9866	F	12/1/2013	(100) Convenience Grocery - Packaged	201	1	3	1	3/5/2013	3:40 PM	3:55 PM	Routine Inspection (001)	JBB1	Jerry Bradshaw	0	
411327	ROZ FOOD MART #21	1406	" ""WIRT"""	" ""HOUSTON"""	" ""TX"""	" ""77055"""		"F,D,G"	12/2/2013	(101) Convenience Grocery - Open foods	302	1	4	2	3/15/2013	7:55 AM	8:45 AM	Routine Inspection (001)	VLT1	Vakeshia Taylor	3	
411330	WOLFGANG PUCK CATERING @BAYOU MUSIC CENTER	520	" ""TEXAS"""	" ""HOUSTON"""	" ""TX"""	" ""77002"""		"F,G"	11/18/2013	(001) Restaurant - Full Service	507	3	30	1	1/3/2013	1:00 PM	2:35 PM	Routine Inspection (001)	SLA1	Sandy Andorka	11	
411336	MURPHY'S DELI	2130	" ""HOLCOMBE"""	" ""HOUSTON"""	" ""TX"""	" ""77030"""		"F,G"	8/31/2013	(002) Restaurant - Single Service	101	1	4	1	11/28/2012	2:10 PM	3:15 PM	Routine Inspection (001)	JTD1	Jay Dunn	2	
411339	SANTA MARIA HOSTEL	2605	" ""PARKER"""	" ""HOUSTON"""	" ""TX"""	" ""77093"""	(713) 382-8803	"F,G"	12/3/2013	(044) Halfway Houses	406	3	7	1	2/15/2013	12:15 PM	12:50 PM	Routine Inspection (001)	GXL1	Gary Lee	3	
411340	AMY FOODS	3324	" ""RICHEY"""	" ""HOUSTON"""	" ""TX"""	" ""77017"""		"F,G"	5/14/2014	(131) Commercial Food Processors - PHF	503	2	65	1	9/27/2012	1:00 PM	1:05 PM	Routine Inspection (001)	SDW1	Sheila Washington	2	
411343	FIVE GUYS BURGERS AND FRIES	13346	" ""BRIAR FOREST"""	" ""HOUSTON"""	" ""TX"""	" ""77077"""		"F,G"	1/28/2014	(002) Restaurant - Single Service	205	2	40	1	11/27/2012	11:20 AM	11:35 AM	Routine Inspection (001)	AMF1	Abeid Fells	2	
411348	JACK IN THE BOX #4767	3415	" ""NAVIGATION"""	" ""HOUSTON"""	" ""TX"""	" ""77003"""	(713) 224-5006	"F,D,G"	5/26/2013	(002) Restaurant - Single Service	401	2	25	1	1/4/2013	7:30 AM	7:45 AM	Routine Inspection (001)	GAB1	Gene Bowden	2	
411350	MAMA FOOD MART	5708	" ""GESSNER"""	" ""HOUSTON"""	" ""TX"""	" ""77036"""		"F,G"	12/9/2013	(090) Retail Food Market with Meat Market	204	3	30	2	2/13/2013	9:30 AM	10:35 AM	Routine Inspection (001)	PIC1	Paul Chen	3	
411351	D J SUPERMARKET	4401	" ""HARRISBURG"""	" ""HOUSTON"""	" ""TX"""	" ""77011"""		"F,G"	12/5/2013	(101) Convenience Grocery - Open foods	404	1	4	1	4/3/2012	8:55 AM	9:05 AM	Routine Inspection (001)	SWN1	Sidney Ng	3	
411354	STOP N STAY CLUB	7706	" ""PARK PLACE"""	" ""HOUSTON"""	" ""TX"""	" ""77087"""		F	7/31/2013	(062) Bar - Full Service	103	1	0	2	2/21/2013	2:50 PM	3:30 PM	Routine Inspection (001)	IFC1	I-Yuan Chen	1	
411357	TACOS PACOS # 4 - SOUTH WEST	9430	" ""HARWIN"""	" ""HOUSTON"""	" ""TX"""	" ""77036"""		H	4/16/2014	"(070) Mobile - Conventional, Unrestricted, Motorized"	204	2	2	1	4/23/2013	7:30 AM	9:15 AM	Routine Inspection (001)	TNL1	Tuan Luu	2	
411362	SCHLOTZSKY'S  #1283	13236	" ""NORTHWEST"""	" ""HOUSTON"""	" ""TX"""	" ""77040"""		"F,G"	2/19/2014	(002) Restaurant - Single Service	307	2	12	1	3/4/2013	9:35 AM	9:55 AM	Routine Inspection (001)	PIC1	Paul Chen	2	
411365	TOSTADA REGIA	1519	" ""GESSNER"""	" ""HOUSTON"""	" ""TX"""	" ""77080"""		"F,G"	12/22/2013	() 	307	3	22	1	2/26/2013	9:40 AM	10:20 AM	Routine Inspection (001)	PIC1	Paul Chen	2	
411368	MURPHY'S DELI	10000	" ""RICHMOND"""	" ""HOUSTON"""	" ""TX"""	" ""77042"""		"F,G"	2/18/2014	(002) Restaurant - Single Service	207	2	3	1	9/17/2012	8:25 AM	9:15 AM	Routine Inspection (001)	MXR1	Marja Ramsey	2	
411369	SUNNY'S FOOD STORE	3002	" ""GREENRIDGE"""	" ""HOUSTON"""	" ""TX"""	" ""77057"""		F	12/8/2013	(101) Convenience Grocery - Open foods	202	1	2	1	8/2/2012	3:20 PM	4:00 PM	Routine Inspection (001)	MXR1	Marja Ramsey	0	
411371	LONDON SWEET	6692	" ""SOUTHWEST"""	" ""HOUSTON"""	" ""TX"""	" ""77074"""		"F,G"	2/25/2014	(101) Convenience Grocery - Open foods	203	2	2	1	12/19/2012	1:00 PM	1:15 PM	Routine Inspection (001)	ADS1	Argemiro Sierra	2	
411375	CVS PHARMACY # 07106	3401	" ""TIDWELL"""	" ""HOUSTON"""	" ""TX"""	" ""77093"""		F	2/12/2014	(100) Convenience Grocery - Packaged	406	1	4	1	12/4/2012	12:00 PM	12:20 PM	Routine Inspection (001)	GXL1	Gary Lee	1	
411376	BB'S DONUTS	8349	" ""SOUTHWEST"""	" ""HOUSTON"""	" ""TX"""	" ""77074"""		"F,G"	3/25/2014	(120) Bakery - Retail 	203	2	2	1	1/9/2013	9:45 AM	10:00 AM	Routine Inspection (001)	ADS1	Argemiro Sierra	2	
411377	SAMBURGER	6205	" ""LYONS"""	" ""HOUSTON"""	" ""TX"""	" ""77020-4943"""		"F,D,G"	12/10/2013	(002) Restaurant - Single Service	404	2	4	1	9/18/2012	9:15 AM	10:00 AM	Routine Inspection (001)	RJL1	Rosalind LaFleur	2	
411378	KBC HEAD START	6011	" ""OREM"""	" ""HOUSTON"""	" ""TX"""	" ""77085"""		F	12/10/2013	(050) Day Care Center - Open Foods	105	3	2	1	1/16/2013	2:25 PM	3:10 PM	Routine Inspection (001)	MXS1	Mastaneh Sarraf	2	
411379	LUCKY GAME ROOM	6489	" ""WILCREST"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		F	12/10/2013	(100) Convenience Grocery - Packaged	206	1	2	1	3/15/2013	6:00 PM	6:35 PM	Routine Inspection (001)	EJI1	Essien Isong	0	
411380	COGHLAN GROCERY STORE	4412	" ""LYONS"""	" ""HOUSTON"""	" ""TX"""	" ""77020-2647"""		"F,G"	12/10/2013	(101) Convenience Grocery - Open foods	404	2	0	1	12/10/2012	11:15 AM	11:40 AM	Routine Inspection (001)	KMY1	Karen Yokooji	2	
411382	STOP 4 U	6531	" ""43 RD"""	" ""HOUSTON"""	" ""TX"""	" ""77092"""		"F,D"	12/11/2013	(101) Convenience Grocery - Open foods	303	1	9	1	12/4/2012	1:10 PM	1:35 PM	Routine Inspection (001)	DXM1	David Martinez	1	
411385	DOMINO'S	3607	" ""OLD SPANISH"""	" ""HOUSTON"""	" ""TX"""	" ""77021"""		"F,G"	12/26/2013	(002) Restaurant - Single Service	103	2	15	1	2/13/2013	10:10 AM	10:50 AM	Routine Inspection (001)	IFC1	I-Yuan Chen	2	
411388	SYLVIA'S ENCHILADA KITCHEN	6401	" ""WOODWAY"""	" ""HOUSTON"""	" ""TX"""	" ""77057"""		"F,G"	3/9/2014	(001) Restaurant - Full Service	202	3	35	2	2/22/2013	10:45 AM	11:10 AM	Routine Inspection (001)	JBB1	Jerry Bradshaw	2	
411391	FRUITUZY ICE CREAM	8401	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77063"""		"F,D"	6/8/2013	(002) Restaurant - Single Service	207	2	2	1	1/24/2013	4:15 PM	4:45 PM	Routine Inspection (001)	MXR1	Marja Ramsey	0	
411397	CIRCLE Z FOOD STORE	9802	" ""HILLCROFT"""	" ""HOUSTON"""	" ""TX"""	" ""77096"""		F	12/11/2013	(100) Convenience Grocery - Packaged	104	1	1	1	3/8/2013	11:15 AM	12:15 PM	Routine Inspection (001)	SRL1	Sharhonda Lee	0	
411398	MAMBO OASIS	6665	" ""HILLCROFT"""	" ""HOUSTON"""	" ""TX"""	" ""77081"""		"F,D,G"	5/12/2013	(002) Restaurant - Single Service	201	2	8	5	11/30/2012	11:15 AM	12:20 PM	Routine Inspection (001)	JSE1	John Echols	2	
411400	DIPPIN DOTS	500	" ""BAYBROOK"""	" ""FRIENDSWOOD"""	" ""TX"""	" ""77546"""	(713) 992-9156	"F,G"	2/23/2014	(002) Restaurant - Single Service	107	1	4	2	10/17/2012	4:00 PM	4:45 PM	Routine Inspection (001)	JCR1	Joseph Raia	2	
411406	JENSEN GAS AND FOOD (PHILLIPS 66 GASOLINE)	7626	" ""JENSEN"""	" ""HOUSTON"""	" ""TX"""	" ""77093-8713"""		F	12/31/2013	(101) Convenience Grocery - Open foods	406	1	2	1	1/17/2013	2:25 PM	2:45 PM	Routine Inspection (001)	GXL1	Gary Lee	1	
411408	CINNABON	303	" ""MEMORIAL CITY MALL"""	" ""HOUSTON"""	" ""TX"""	" ""77024"""		"F,G"	12/19/2013	(002) Restaurant - Single Service	302	2	8	3	2/8/2013	9:00 AM	11:40 AM	Routine Inspection (001)	VLT1	Vakeshia Taylor	2	
411413	TUSCANY PREMIUM COFFEE	5	" ""GREENWAY PLAZA"""	" ""HOUSTON"""	" ""TX"""	" ""77046-0589"""		"F,D,G"	11/25/2013	(002) Restaurant - Single Service	403	2	5	1	8/15/2012	2:20 PM	2:40 PM	Routine Inspection (001)	DTN1	Denise Nguyen	2	
411414	JIMMY JOHN'S	820	" ""MAIN"""	" ""HOUSTON"""	" ""TX"""	" ""77002"""		"F,G"	3/4/2014	(002) Restaurant - Single Service	401	2	10	1	4/9/2013	11:00 AM	11:15 AM	Routine Inspection (001)	GAB1	Gene Bowden	2	
411415	SMALLER SCHOLAR MONTESSORI ACADEMY	14455	" ""GRISBY"""	" ""HOUSTON"""	" ""TX"""	" ""77079"""		F	12/15/2013	(051) Day Care Center - Packaged Foods Only	205	1	5	1	2/15/2013	8:20 AM	8:40 AM	Routine Inspection (001)	AMF1	Abeid Fells	0	
411417	SUBWAY SANDWICH	3933	" ""BROADWAY"""	" ""HOUSTON"""	" ""TX"""	" ""77087"""		"F,G"	5/18/2014	(002) Restaurant - Single Service	102	2	5	1	4/11/2013	10:15 AM	11:05 AM	Routine Inspection (001)	MRW1	Marcia Washington	2	
411418	TIMEWISE FOOD STORE # 207-05 (SHELL GASOLINE)	3324	" ""NORTHPARK"""	" ""KINGWOOD"""	" ""TX"""	" ""77339"""		"F,G"	12/1/2013	(002) Restaurant - Single Service	407	2	8	1	4/1/2013	2:50 PM	3:20 PM	Routine Inspection (001)	KXR1	Kristina Robles	3	
411419	TIMEWISE FOOD STORE # 243-05 (SHELL GASOLINE)	1101	" ""KINGWOOD"""	" ""KINGWOOD"""	" ""TX"""	" ""77339"""		"F,G"	12/1/2013	(002) Restaurant - Single Service	407	2	7	1	4/30/2013	5:15 PM	5:45 PM	Routine Inspection (001)	KXR1	Kristina Robles	2	
411420	TIMEWISE FOOD STORE # 227-05	24549	" ""LOOP 494"""	" ""KINGWOOD"""	" ""TX"""	" ""77339"""		"F,G"	12/1/2013	(002) Restaurant - Single Service	407	2	7	1	6/12/2012	10:25 AM	11:10 AM	Routine Inspection (001)	GXL1	Gary Lee	3	
411423	TRISH BIDA	11130	" ""BEECHNUT"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""	(281) 871-9741	"F,G"	3/31/2014	(001) Restaurant - Full Service	206	2	5	2	4/3/2013	6:20 PM	7:15 PM	Routine Inspection (001)	CYH1	Chsun-Yi Hsu	2	
411427	DOLLAR VALUE STORE	8388	" ""SAM HOUSTON"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		F	4/15/2013	(100) Convenience Grocery - Packaged	206	1	3	1	5/3/2013	2:20 PM	2:35 PM	Routine Inspection (001)	ADS1	Argemiro Sierra	0	
411429	EL CORRAL CERVECERO	8104	" ""TIDWELL"""	" ""HOUSTON"""	" ""TX"""	" ""77040"""		F	12/18/2013	(061) Bar - Single Service	307	1	4	2	3/22/2012	2:05 PM	2:30 PM	Routine Inspection (001)	JCR1	Joseph Raia	0	
411430	MIME-HOLLYWOOD FOOD AND CIGAR	1103	" ""BOMAR"""	" ""HOUSTON"""	" ""TX"""	" ""77006"""		F	12/18/2013	(101) Convenience Grocery - Open foods	402	1	2	5	3/23/2013	12:45 PM	1:45 PM	Routine Inspection (001)	DTN1	Denise Nguyen	1	
411432	AUNT MOM'S FOODS INC	3930	" ""KIRBY"""	" ""HOUSTON"""	" ""TX"""	" ""77098"""		F	12/19/2013	(PICK UP LOCATION) 	403	1	2	2	10/9/2012	3:55 PM	4:15 PM	Routine Inspection (001)	TXS1	Tenitra Smith	1	
411434	TAQUERIA Y PUPUSERIA REINA # 2 - MI JALISCO	625	" ""TIDWELL"""	" ""HOUSTON"""	" ""TX"""	" ""77022"""		H	2/12/2014	"(070) Mobile - Conventional, Unrestricted, Motorized"	305	3	2	1	1/29/2013	8:50 AM	10:05 AM	Routine Inspection (001)	TNL1	Tuan Luu	2	
411435	NORTHERN TOOL & EQUIPMENT # 660	7994	" ""BELLFORT"""	" ""HOUSTON"""	" ""TX"""	" ""77061"""		F	12/22/2013	(100) Convenience Grocery - Packaged	106	1	2	1	2/7/2013	9:15 AM	9:30 AM	Routine Inspection (001)	LWT1	LaTerica Thomas	0	
411436	NORTHERN TOOL & EQUIPMENT # 661	13838	" ""NORTHWEST"""	" ""HOUSTON"""	" ""TX"""	" ""77040"""		F	12/22/2013	(100) Convenience Grocery - Packaged	307	1	15	1	3/14/2013	9:35 AM	9:55 AM	Routine Inspection (001)	PIC1	Paul Chen	1	
411440	POLLO MONTERREY - MI JALISCO	16282	" ""IMPERIAL VALLEY"""	" ""HOUSTON"""	" ""TX"""	" ""77060-3560"""		H	12/18/2013	"(070) Mobile - Conventional, Unrestricted, Motorized"	406	2	2	1	12/18/2012	7:30 AM	9:30 AM	Routine Inspection (001)	MFS1	Manuel Say	2	
411442	VINOTECA POSCOL	1609	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77006"""	(713) 529-2797	"F,G"	2/24/2014	(001) Restaurant - Full Service	402	3	18	1	2/13/2013	2:50 PM	3:15 PM	Routine Inspection (001)	DTN1	Denise Nguyen	2	
411444	COMMUNITY WINE BAR	2703	" ""SMITH"""	" ""HOUSTON"""	" ""TX"""	" ""77006"""		"F,G"	12/18/2013	(001) Restaurant - Full Service	401	2	8	2	2/8/2013	4:10 PM	5:00 PM	Routine Inspection (001)	GAB1	Gene Bowden	3	
411445	HARTZ CHICKEN BUFFET #171	6106	" ""TELEPHONE"""	" ""HOUSTON"""	" ""TX"""	" ""77087"""		"F,G"	12/18/2013	(002) Restaurant - Single Service	103	3	5	1	3/24/2013	6:10 PM	7:00 PM	Routine Inspection (001)	AXD1	Ashish Dasgupta	2	
411447	TODAY'S NEWS	5015	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77056"""		F	12/26/2013	(100) Convenience Grocery - Packaged	201	1	2	1	10/2/2012	3:10 PM	3:25 PM	Routine Inspection (001)	JSE1	John Echols	0	
